Truth,Decoded
Salve quanto costa quell articolo,tu tutto lo aricio
E in offerta costa dieci euro,e e costa sediduto
Tutto bene grazie,e e bar
Prendiamo un caffe al bar,e lei caffe lo a
"Certo volentieri, io lo prendero macchiato",pero ora io io lo crecro machto
A che ora arriva il pullman,e ariai lo a
Dovrebbe arrivare tra qualche minuto,prego revre al a e euro
Quanto costa il biglietto,lo si io biglietto
Purtroppo non lo so pero potresti chiedere all autista,pronpo so lo lo lei si che lo autista
Va bene grazie lo stesso,e gegri sono
Prego,prego
Perfetto vorrei comprarne due.,pereorireo io
Certo ecco a lei vuole un sacchetto,bene lo e a le il scteto
Si grazie e arrivederci,pero e arirei
Le auguro una buona giornata,lugun un giornata
Buongiorno io sono Mario,buona lo un mario
Buonasera io sono Mario,uoir lo so mario
Piacere Luigi come stai,prego e
Tutto bene tu,un bene lo
