Truth,Decoded
Salve quanto costa quell articolo,a futota lo aricio
E in offerta costa dieci euro,e recot edidruro
Tutto bene grazie,e bene azir
Prendiamo un caffe al bar,e lo e lo a
"Certo volentieri, io lo prendero macchiato",lo ora io io e crecro machto
A che ora arriva il pullman,a e ariai un un
Dovrebbe arrivare tra qualche minuto,due rivre lo a e euro
Quanto costa il biglietto,tutto io biglietto
Purtroppo non lo so pero potresti chiedere all autista,sono so lo lo si si io lo autista
Va bene grazie lo stesso,e grezegi sisto
Prego,prego
Perfetto vorrei comprarne due.,peretriroro certo
Certo ecco a lei vuole un sacchetto,bene lo a a un e scieto
Si grazie e arrivederci,si e mario
Le auguro una buona giornata,lugun un giornata
Buongiorno io sono Mario,buona un mario
Buonasera io sono Mario,buairi lo so so mario
Piacere Luigi come stai,prego a
Tutto bene tu,lo bene tu
