Truth,Decoded
Salve quanto costa quell articolo,e lo a mario lo
E in offerta costa dieci euro,e e lei si sedsicnto
Tutto bene grazie,e e a
Prendiamo un caffe al bar,e lo come lo a
"Certo volentieri, io lo prendero macchiato",prego ora io io lo certo certo
A che ora arriva il pullman,e e araiau lo a
Dovrebbe arrivare tra qualche minuto,prego lo bar lo a lo tutto
Quanto costa il biglietto,stai io bigreto
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo so lo si io e lo autista
Va bene grazie lo stesso,e gegri sono
Prego,prego
Perfetto vorrei comprarne due.,pereoreo certo
Certo ecco a lei vuole un sacchetto,certo e a luigi lo io
Si grazie e arrivederci,e e lei
Le auguro una buona giornata,ugunun un giornata
Buongiorno io sono Mario,buona oneario
Buonasera io sono Mario,ruoi lo mario
Piacere Luigi come stai,prego a
Tutto bene tu,un e lo
