Truth,Decoded
Salve quanto costa quell articolo,e lo io si e io
E in offerta costa dieci euro,reore io che lo
Tutto bene grazie,un e stai
Prendiamo un caffe al bar,e a a e a
"Certo volentieri, io lo prendero macchiato",prego io si certo
A che ora arriva il pullman,prego lo due
Dovrebbe arrivare tra qualche minuto,e e a a al lo
Quanto costa il biglietto,prego lo ireato
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e rerierireliate
Va bene grazie lo stesso,un lo bene mario
Prego,lo
Perfetto vorrei comprarne due.,preore lo
Certo ecco a lei vuole un sacchetto,e a a e e lo
Si grazie e arrivederci,e e arisiata
Le auguro una buona giornata,e e a lo minuto
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,un io io
Piacere Luigi come stai,preori a e
Tutto bene tu,lo lo
