Truth,Decoded
Salve quanto costa quell articolo,salve lo so stai il riceo
E in offerta costa dieci euro,pero lei drechiuto
Tutto bene grazie,lo bene grazie
Prendiamo un caffe al bar,pero a un e al bar
"Certo volentieri, io lo prendero macchiato",pero io io io lo lo michato
A che ora arriva il pullman,vrerara ora le
Dovrebbe arrivare tra qualche minuto,dereriri e a e minuto
Quanto costa il biglietto,un costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,euro sono so lo potresti ehiere autista
Va bene grazie lo stesso,va e e a si stesso
Prego,prego
Perfetto vorrei comprarne due.,pretoio lomir lo
Certo ecco a lei vuole un sacchetto,certo ora un due a certo
Si grazie e arrivederci,si e e e arirei
Le auguro una buona giornata,e euro lo lo giornata
Buongiorno io sono Mario,buonoioio lo
Buonasera io sono Mario,buonirio mario
Piacere Luigi come stai,piaereiuiri io stai
Tutto bene tu,tutto bene
