Truth,Decoded
Salve quanto costa quell articolo,certo e a io
E in offerta costa dieci euro,e certo tutto
Tutto bene grazie,e e gata
Prendiamo un caffe al bar,e lo a
"Certo volentieri, io lo prendero macchiato",reoriro rermecto
A che ora arriva il pullman,e ora a
Dovrebbe arrivare tra qualche minuto,e e e il le lo
Quanto costa il biglietto,lo io e grato
Purtroppo non lo so pero potresti chiedere all autista,prego lo ora e e lo autista
Va bene grazie lo stesso,e grere lo
Prego,pero
Perfetto vorrei comprarne due.,reorereto
Certo ecco a lei vuole un sacchetto,e e a a e e lo
Si grazie e arrivederci,e mario
Le auguro una buona giornata,pugu un un gnata
Buongiorno io sono Mario,lo lo mario
Buonasera io sono Mario,e lo lo
Piacere Luigi come stai,prego a
Tutto bene tu,un bene
