Truth,Decoded
Salve quanto costa quell articolo,un un lo lo lo mario lo
E in offerta costa dieci euro,e bene costa sediduto
Tutto bene grazie,e bene grazie
Prendiamo un caffe al bar,e a caffe lo bar
"Certo volentieri, io lo prendero macchiato",pero lei io io lo crecro macchiato
A che ora arriva il pullman,a e ariai lo una
Dovrebbe arrivare tra qualche minuto,prego e rivre al a e e tutto
Quanto costa il biglietto,tutto a lo biglietto
Purtroppo non lo so pero potresti chiedere all autista,prton non so lo lo lei si che lo autista
Va bene grazie lo stesso,e geaegri e so
Prego,prego
Perfetto vorrei comprarne due.,peretrireo ocito
Certo ecco a lei vuole un sacchetto,bene lo e a due un shieto
Si grazie e arrivederci,pero e lei
Le auguro una buona giornata,lugun un giornata
Buongiorno io sono Mario,buona lo un e mario
Buonasera io sono Mario,bunoaire lo so so mario
Piacere Luigi come stai,prego e
Tutto bene tu,un bene lo
