Truth,Decoded
Salve quanto costa quell articolo,un lo e a io
E in offerta costa dieci euro,e e e minuto
Tutto bene grazie,e e a
Prendiamo un caffe al bar,lo lo a
"Certo volentieri, io lo prendero macchiato",reoiro come lo
A che ora arriva il pullman,e araul a
Dovrebbe arrivare tra qualche minuto,e lo a il un lo
Quanto costa il biglietto,lo io e giato
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e e e lo autista
Va bene grazie lo stesso,e gegre lo
Prego,euro
Perfetto vorrei comprarne due.,reoroeto
Certo ecco a lei vuole un sacchetto,e lo a euro lo e lo
Si grazie e arrivederci,due mario
Le auguro una buona giornata,pugu un un gnata
Buongiorno io sono Mario,lo lo io
Buonasera io sono Mario,un lo mario
Piacere Luigi come stai,prego a
Tutto bene tu,un bene
