Truth,Decoded
Salve quanto costa quell articolo,un tutto un articolo
E in offerta costa dieci euro,le a costa dieci euro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prego un e al bar
"Certo volentieri, io lo prendero macchiato",lo come io io lo prendero macchiato
A che ora arriva il pullman,e a arriva pullman
Dovrebbe arrivare tra qualche minuto,doreb rivre a che minuto
Quanto costa il biglietto,tutto ora io biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtoroponon lo so lo ora io che lo autista
Va bene grazie lo stesso,e bene grazie al sono
Prego,prego
Perfetto vorrei comprarne due.,peretororo cocuto
Certo ecco a lei vuole un sacchetto,certo a le vuole un acheto
Si grazie e arrivederci,si e arivei
Le auguro una buona giornata,euro un buona giornata
Buongiorno io sono Mario,buonono io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piereuigi lo stai
Tutto bene tu,lo bene tu
