Truth,Decoded
Salve quanto costa quell articolo,e lo lo si si lo
E in offerta costa dieci euro,e e io e io
Tutto bene grazie,e e stai
Prendiamo un caffe al bar,e lo lo a a mario
"Certo volentieri, io lo prendero macchiato",e ora io riri lo sono e certo
A che ora arriva il pullman,e e arriva lo lo
Dovrebbe arrivare tra qualche minuto,retr a ora a le e lo
Quanto costa il biglietto,certo lo io si greato
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo lo lo e si rech uiate
Va bene grazie lo stesso,e e e bene le lo
Prego,pero
Perfetto vorrei comprarne due.,pereorere rchio
Certo ecco a lei vuole un sacchetto,e lo a a a lo a lo
Si grazie e arrivederci,due mario
Le auguro una buona giornata,pueun un non cigata
Buongiorno io sono Mario,lo lo onatio
Buonasera io sono Mario,prego io lo lo
Piacere Luigi come stai,prego lo a
Tutto bene tu,lo e lo
