Truth,Decoded
Salve quanto costa quell articolo,e lo e al lo
E in offerta costa dieci euro,e rerest sesiuto
Tutto bene grazie,un bene
Prendiamo un caffe al bar,prego a e bar
"Certo volentieri, io lo prendero macchiato",preoeiro ronromecto
A che ora arriva il pullman,e ariaul lo
Dovrebbe arrivare tra qualche minuto,prego pero le e tutto
Quanto costa il biglietto,lo io si greato
Purtroppo non lo so pero potresti chiedere all autista,prego so lo e e che lo autista
Va bene grazie lo stesso,e e e sono
Prego,prego
Perfetto vorrei comprarne due.,prereito
Certo ecco a lei vuole un sacchetto,certo a urete e costa
Si grazie e arrivederci,e lei
Le auguro una buona giornata,ugunun un giornata
Buongiorno io sono Mario,bene lo mario
Buonasera io sono Mario,un mario
Piacere Luigi come stai,prego a
Tutto bene tu,un bene
