Truth,Decoded
Salve quanto costa quell articolo,tu un il articolo
E in offerta costa dieci euro,e recot tdidiuto
Tutto bene grazie,e bene a
Prendiamo un caffe al bar,prego e e lo bar
"Certo volentieri, io lo prendero macchiato",prego io e crenro mchto
A che ora arriva il pullman,a ariaul a
Dovrebbe arrivare tra qualche minuto,preorarl due tutto
Quanto costa il biglietto,tutto io bigreato
Purtroppo non lo so pero potresti chiedere all autista,prego lo so so lo si si che lo autista
Va bene grazie lo stesso,e e e sono
Prego,prego
Perfetto vorrei comprarne due.,prego lo
Certo ecco a lei vuole un sacchetto,che lo e a un e certo
Si grazie e arrivederci,pero mario
Le auguro una buona giornata,lugunun un giornata
Buongiorno io sono Mario,buona lo mario
Buonasera io sono Mario,un lo mario
Piacere Luigi come stai,prego a
Tutto bene tu,un bene lo
