Truth,Decoded
Salve quanto costa quell articolo,e lo lo si e io
E in offerta costa dieci euro,retre bene redreto
Tutto bene grazie,un e stai
Prendiamo un caffe al bar,pretra a e lata
"Certo volentieri, io lo prendero macchiato",e io io e aecato
A che ora arriva il pullman,pretra a lo le
Dovrebbe arrivare tra qualche minuto,e rire ora a le lo
Quanto costa il biglietto,prego lo io certo
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e sererieriereleuiae
Va bene grazie lo stesso,un lo bene e prego
Prego,certo
Perfetto vorrei comprarne due.,reomere lo
Certo ecco a lei vuole un sacchetto,e a a a e e certo
Si grazie e arrivederci,e e arisista
Le auguro una buona giornata,e a e a lo minuto
Buongiorno io sono Mario,preoeato
Buonasera io sono Mario,un io certo
Piacere Luigi come stai,preori a stai
Tutto bene tu,lo bene
