Truth,Decoded
Salve quanto costa quell articolo,e un lo lo aricio
E in offerta costa dieci euro,e certo tedridiuto
Tutto bene grazie,e bene bar
Prendiamo un caffe al bar,prego a a e lo bar
"Certo volentieri, io lo prendero macchiato",pero ora io lo certo machto
A che ora arriva il pullman,a a ariaul una
Dovrebbe arrivare tra qualche minuto,dreoravrla a e e tutto
Quanto costa il biglietto,tutto io bigreto
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo so so so e e che lo autista
Va bene grazie lo stesso,e e e e so
Prego,prego
Perfetto vorrei comprarne due.,pereororo lo
Certo ecco a lei vuole un sacchetto,certo lo e a le e certo
Si grazie e arrivederci,e e lei
Le auguro una buona giornata,lugunun un giornata
Buongiorno io sono Mario,buona lo mario
Buonasera io sono Mario,vuole lo lo mario
Piacere Luigi come stai,prego a
Tutto bene tu,lo bene lo
