Truth,Decoded
Salve quanto costa quell articolo,tu tutto lo lo articolo
E in offerta costa dieci euro,e e costa tedidiuto
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prego e lo a
"Certo volentieri, io lo prendero macchiato",prego io io lo crenro mcito
A che ora arriva il pullman,e ariail lo
Dovrebbe arrivare tra qualche minuto,prego rivre lo a e e tutto
Quanto costa il biglietto,tutto io biglietto
Purtroppo non lo so pero potresti chiedere all autista,pero lo lo lo lo lei si e lo autista
Va bene grazie lo stesso,e grazie si sono
Prego,prego
Perfetto vorrei comprarne due.,pereorireocito
Certo ecco a lei vuole un sacchetto,bene lo e a un e scieto
Si grazie e arrivederci,pero e mario
Le auguro una buona giornata,un un giornata
Buongiorno io sono Mario,bene un mario
Buonasera io sono Mario,uoir lo lo mario
Piacere Luigi come stai,prego a
Tutto bene tu,lo bene lo
