Truth,Decoded
Salve quanto costa quell articolo,tu un mario
E in offerta costa dieci euro,e reot tedidiuto
Tutto bene grazie,un bene azir
Prendiamo un caffe al bar,prego a e lo bar
"Certo volentieri, io lo prendero macchiato",prego io e crenro machto
A che ora arriva il pullman,e ariail a
Dovrebbe arrivare tra qualche minuto,drebrvre lo due euro
Quanto costa il biglietto,lo io bigheto
Purtroppo non lo so pero potresti chiedere all autista,pruono so so lo e si che lo autista
Va bene grazie lo stesso,e grazie si sono
Prego,prego
Perfetto vorrei comprarne due.,pereorirocto
Certo ecco a lei vuole un sacchetto,bene lo e a un e certo
Si grazie e arrivederci,pero e lei
Le auguro una buona giornata,un un giornata
Buongiorno io sono Mario,bene lo mario
Buonasera io sono Mario,un lo lo mario
Piacere Luigi come stai,prego a
Tutto bene tu,un bene lo
