Truth,Decoded
Salve quanto costa quell articolo,bar lo lo si il io
E in offerta costa dieci euro,perercrote drecheiuto
Tutto bene grazie,lo bene mario
Prendiamo un caffe al bar,e a un e lo bar
"Certo volentieri, io lo prendero macchiato",pero io io io lo lo machaio
A che ora arriva il pullman,vrearac lo due
Dovrebbe arrivare tra qualche minuto,dereri e a e minuto
Quanto costa il biglietto,un costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,pero sono lo so so prego ehiere lo autista
Va bene grazie lo stesso,a e e a e stesso
Prego,prego
Perfetto vorrei comprarne due.,prego lo omir lo
Certo ecco a lei vuole un sacchetto,certo a un due a certo
Si grazie e arrivederci,si e e e arivei
Le auguro una buona giornata,che a euro lo lo giornata
Buongiorno io sono Mario,buonoio io
Buonasera io sono Mario,buonirisonmario
Piacere Luigi come stai,piaereiuigi io io stai
Tutto bene tu,lo bene
