Truth,Decoded
Salve quanto costa quell articolo,salve un so stai il ricro
E in offerta costa dieci euro,pereroti iecriuro
Tutto bene grazie,lo bene grazie
Prendiamo un caffe al bar,pero a un e lo bar
"Certo volentieri, io lo prendero macchiato",pero un io lo lo machao
A che ora arriva il pullman,e ora due
Dovrebbe arrivare tra qualche minuto,doere si e a e heinuo
Quanto costa il biglietto,tu costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruoponon lo so so potresti ehiere autista
Va bene grazie lo stesso,al lo e e e stesso
Prego,prego
Perfetto vorrei comprarne due.,prego ora euro
Certo ecco a lei vuole un sacchetto,certo a un due a certo
Si grazie e arrivederci,si e e arivei
Le auguro una buona giornata,e euro un una giornata
Buongiorno io sono Mario,buona io
Buonasera io sono Mario,buonserioso mario
Piacere Luigi come stai,piacere luigi io stai
Tutto bene tu,tutto bene
