Truth,Decoded
Salve quanto costa quell articolo,e e slariclmo
E in offerta costa dieci euro,e certo tedidiuto
Tutto bene grazie,e e a
Prendiamo un caffe al bar,prego lo a a lo bar
"Certo volentieri, io lo prendero macchiato",prego io lo crecro mario
A che ora arriva il pullman,a a ariaul lo
Dovrebbe arrivare tra qualche minuto,preorarla a le e lo
Quanto costa il biglietto,tutto io bigreto
Purtroppo non lo so pero potresti chiedere all autista,prego lo so so lo si io che lo autista
Va bene grazie lo stesso,e grere sono
Prego,prego
Perfetto vorrei comprarne due.,perfetto io
Certo ecco a lei vuole un sacchetto,bene lo e a le e scito
Si grazie e arrivederci,pero ariei
Le auguro una buona giornata,ugunun un giornata
Buongiorno io sono Mario,buona io mario
Buonasera io sono Mario,un lo lo mario
Piacere Luigi come stai,prego a
Tutto bene tu,un bene lo
