Truth,Decoded
Salve quanto costa quell articolo,e lo lo so e io
E in offerta costa dieci euro,reorerere certo
Tutto bene grazie,e e stai
Prendiamo un caffe al bar,prego a hehla
"Certo volentieri, io lo prendero macchiato",prego io e aehato
A che ora arriva il pullman,pretral bene
Dovrebbe arrivare tra qualche minuto,e e ararare lo
Quanto costa il biglietto,prego lo io certo
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e vorrei rirelelautiae
Va bene grazie lo stesso,un lo bene e rireso
Prego,lo
Perfetto vorrei comprarne due.,prego ora lo
Certo ecco a lei vuole un sacchetto,e a due lo
Si grazie e arrivederci,e e e arisreata
Le auguro una buona giornata,e e a a lo minuto
Buongiorno io sono Mario,reoeato
Buonasera io sono Mario,un io pero
Piacere Luigi come stai,preori a e
Tutto bene tu,lo bene
