Truth,Decoded
Salve quanto costa quell articolo,e lo lo e e sicio
E in offerta costa dieci euro,reorere rechito
Tutto bene grazie,un e stai
Prendiamo un caffe al bar,prego a e lo
"Certo volentieri, io lo prendero macchiato",prego io siecha
A che ora arriva il pullman,reral bene
Dovrebbe arrivare tra qualche minuto,e e rarale due
Quanto costa il biglietto,retr io io e certo
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e so lei rire lelutia
Va bene grazie lo stesso,un lo bene e rireso
Prego,lo
Perfetto vorrei comprarne due.,prego bene lo
Certo ecco a lei vuole un sacchetto,e a a due sono
Si grazie e arrivederci,e e e aresa
Le auguro una buona giornata,a mario lo io inata
Buongiorno io sono Mario,ruoiatio
Buonasera io sono Mario,un lo
Piacere Luigi come stai,prego a
Tutto bene tu,lo bene
