Truth,Decoded
Salve quanto costa quell articolo,e lo lo e e io
E in offerta costa dieci euro,rerere certo
Tutto bene grazie,un e stai
Prendiamo un caffe al bar,e a a e lo
"Certo volentieri, io lo prendero macchiato",prego io e hato
A che ora arriva il pullman,e a al e
Dovrebbe arrivare tra qualche minuto,e ora arara e lo
Quanto costa il biglietto,un io io certo
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e sreri rirelutia
Va bene grazie lo stesso,un bene e io
Prego,prego
Perfetto vorrei comprarne due.,prego ora lo
Certo ecco a lei vuole un sacchetto,e a a a due lo
Si grazie e arrivederci,e e e arisreta
Le auguro una buona giornata,e un a a io minuto
Buongiorno io sono Mario,ruoeato
Buonasera io sono Mario,un io lo
Piacere Luigi come stai,preori a e
Tutto bene tu,un bene
