Truth,Decoded
Salve quanto costa quell articolo,un futl lo mario
E in offerta costa dieci euro,e bene lo euro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prego e lo a
"Certo volentieri, io lo prendero macchiato",pero lei io io crenro machto
A che ora arriva il pullman,e mario a lo un
Dovrebbe arrivare tra qualche minuto,due rivre lo due tutto
Quanto costa il biglietto,tutto io biglietto
Purtroppo non lo so pero potresti chiedere all autista,prego un lo so lo lo e si che lo autista
Va bene grazie lo stesso,e grazie si sono
Prego,prego
Perfetto vorrei comprarne due.,pereoieo lo
Certo ecco a lei vuole un sacchetto,certo e e un un certo
Si grazie e arrivederci,si lei
Le auguro una buona giornata,lugun un giornata
Buongiorno io sono Mario,buona un mario
Buonasera io sono Mario,un io so e mario
Piacere Luigi come stai,prego a
Tutto bene tu,lo bene tu
