Truth,Decoded
Salve quanto costa quell articolo,bar un so so il riceo
E in offerta costa dieci euro,prercrori recriuto
Tutto bene grazie,bene grazie
Prendiamo un caffe al bar,e e in e lo bar
"Certo volentieri, io lo prendero macchiato",pero lo io lo lo micao
A che ora arriva il pullman,e ararao le
Dovrebbe arrivare tra qualche minuto,dereri e a ualecenuo
Quanto costa il biglietto,un arst si biglietto
Purtroppo non lo so pero potresti chiedere all autista,euro sono lo so so potresti erierelautista
Va bene grazie lo stesso,a e e a si so
Prego,prego
Perfetto vorrei comprarne due.,prego lo lo
Certo ecco a lei vuole un sacchetto,certo a un le sono
Si grazie e arrivederci,siare e e arirei
Le auguro una buona giornata,a e a euro lo lo giornata
Buongiorno io sono Mario,buona io
Buonasera io sono Mario,buniomario
Piacere Luigi come stai,piaereuigri io stai
Tutto bene tu,tutto bene
