Truth,Decoded
Salve quanto costa quell articolo,lo tutto un articolo
E in offerta costa dieci euro,le io costa dieciceuro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prego un e lo bar
"Certo volentieri, io lo prendero macchiato",certo lei io lo prendero macchiato
A che ora arriva il pullman,a e a arriva pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe rivre a le minuto
Quanto costa il biglietto,utntota io biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtoroponon lo so pero potri che bene lo autista
Va bene grazie lo stesso,va bene grazie lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretoiro lo lo lo
Certo ecco a lei vuole un sacchetto,certo lo e e vuole un acheto
Si grazie e arrivederci,si e e arivei
Le auguro una buona giornata,euro un buona giornata
Buongiorno io sono Mario,buona io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piaereuigi io stai
Tutto bene tu,lo bene tu
