Truth,Decoded
Salve quanto costa quell articolo,piacere un costa il ricro
E in offerta costa dieci euro,perert croei drechiuto
Tutto bene grazie,lo bene grazie
Prendiamo un caffe al bar,pero a un e al bar
"Certo volentieri, io lo prendero macchiato",pero e io io lo lo macato
A che ora arriva il pullman,e irara non pluae
Dovrebbe arrivare tra qualche minuto,doereri e a e minuto
Quanto costa il biglietto,un costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopono so so prego ehiere autista
Va bene grazie lo stesso,va e e lei so
Prego,prego
Perfetto vorrei comprarne due.,pretbeo e lo
Certo ecco a lei vuole un sacchetto,certo lo e tu le sacto
Si grazie e arrivederci,piacere e e arivedei
Le auguro una buona giornata,e a euro un lo giornata
Buongiorno io sono Mario,buona io lo io io
Buonasera io sono Mario,buonairio mario
Piacere Luigi come stai,piacere luigi e stai
Tutto bene tu,lo bene
