Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il mario
E in offerta costa dieci euro,bene rtcroti direcriciuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,lei io un che al bar
"Certo volentieri, io lo prendero macchiato",certo votiri io lo pero mactato
A che ora arriva il pullman,e bar va io pluae
Dovrebbe arrivare tra qualche minuto,dovrebbe mario va a qualche minuto
Quanto costa il biglietto,un costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non lo so pero potresti chiedere lo autista
Va bene grazie lo stesso,va lei io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretborori comprarne un
Certo ecco a lei vuole un sacchetto,certo a si vuole un saceto
Si grazie e arrivederci,si grazie e arivedei
Le auguro una buona giornata,le auguro un una giornata
Buongiorno io sono Mario,buongiorno io so io
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
