Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il mario
E in offerta costa dieci euro,pero rtacroti diecriceiuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,lei io un che al bar
"Certo volentieri, io lo prendero macchiato",certo lei io lo prego macchiato
A che ora arriva il pullman,e ora va il pluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche cheminuto
Quanto costa il biglietto,quanto io costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non lo so pero potresti hiere lo autista
Va bene grazie lo stesso,va bene io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretorio comprarne un
Certo ecco a lei vuole un sacchetto,certo a vuole un saceto
Si grazie e arrivederci,si grazie e arrivederci
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io so a mario
Buonasera io sono Mario,buonserio sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
