Truth,Decoded
Salve quanto costa quell articolo,piacere quanto costa il aricro
E in offerta costa dieci euro,perertcroti drechiuto
Tutto bene grazie,tu bene grazie
Prendiamo un caffe al bar,lei io un che al bar
"Certo volentieri, io lo prendero macchiato",pero otiri io lo prego mactato
A che ora arriva il pullman,e ora va a pluae
Dovrebbe arrivare tra qualche minuto,doerebi arrivare a due minuto
Quanto costa il biglietto,un costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non io so so potresti hiere lo autista
Va bene grazie lo stesso,va bene si gereie a stesso
Prego,prego
Perfetto vorrei comprarne due.,peretioli comiarn un
Certo ecco a lei vuole un sacchetto,certo a un vuole a saceto
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,e euro un una giornata
Buongiorno io sono Mario,buongir io io io
Buonasera io sono Mario,buonserio sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
