Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il articolo
E in offerta costa dieci euro,pero rtroi cirecriciuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego a un che al bar
"Certo volentieri, io lo prendero macchiato",certo voetiri io lo prendero mactao
A che ora arriva il pullman,a e ora va il due
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qaceheinuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti hiere il autista
Va bene grazie lo stesso,va bene io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretvori comprarne un
Certo ecco a lei vuole un sacchetto,certo a lo vuole un saceto
Si grazie e arrivederci,si grazie e arivedei
Le auguro una buona giornata,le auguro un buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
