Truth,Decoded
Salve quanto costa quell articolo,pero io so stai il ricro
E in offerta costa dieci euro,pereortcroti drecrciuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,pero a un a al bar
"Certo volentieri, io lo prendero macchiato",pero voti io lo ecco mactato
A che ora arriva il pullman,e ora va pluaze
Dovrebbe arrivare tra qualche minuto,doereri e a uace minuto
Quanto costa il biglietto,un costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruoponon io so so potresti chiedere lo autista
Va bene grazie lo stesso,valun io e a sono
Prego,prego
Perfetto vorrei comprarne due.,pretoio lcomian euro
Certo ecco a lei vuole un sacchetto,certo ora un due a certo
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,e euro un io giornata
Buongiorno io sono Mario,buonoroiso io
Buonasera io sono Mario,buonserioson mario
Piacere Luigi come stai,piacere uigrico si stai
Tutto bene tu,io bene
