Truth,Decoded
Salve quanto costa quell articolo,saerle quanto costa il mario
E in offerta costa dieci euro,pero rtcroti direchiciuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego io un che al bar
"Certo volentieri, io lo prendero macchiato",certo voetiri io lo priecro mactato
A che ora arriva il pullman,e mario va in le
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qaceheminuto
Quanto costa il biglietto,quanto io costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti hiere lo autista
Va bene grazie lo stesso,va bene io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretori comprarne un
Certo ecco a lei vuole un sacchetto,certo a vuole un saceto
Si grazie e arrivederci,si grazie e arrivederci
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io so a io
Buonasera io sono Mario,buonserio sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
