Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il mario
E in offerta costa dieci euro,pero rtacroti direciciuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,prego io un cfeal bar
"Certo volentieri, io lo prendero macchiato",certo votiri io lo prego mactato
A che ora arriva il pullman,a e orarva il le
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a quacecheminuto
Quanto costa il biglietto,quanto costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non lo so so potresti chiedere lo autista
Va bene grazie lo stesso,va lei io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo a ciuvuole un saceto
Si grazie e arrivederci,si grazie e arrivederci
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io so io
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,io bene io
