Truth,Decoded
Salve quanto costa quell articolo,salve io costa il mario
E in offerta costa dieci euro,cerertcroti drecieiuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,lei io un a lo bar
"Certo volentieri, io lo prendero macchiato",certo io io lo prego mactao
A che ora arriva il pullman,rerarava pluae
Dovrebbe arrivare tra qualche minuto,dovrebrari e a che cheinuto
Quanto costa il biglietto,tu costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non lo so so potresti shiere lo autista
Va bene grazie lo stesso,va lei io e le sono
Prego,prego
Perfetto vorrei comprarne due.,peretioli comiarn un
Certo ecco a lei vuole un sacchetto,certo a si vuole un saceto
Si grazie e arrivederci,si e e arivei
Le auguro una buona giornata,le euro a una giornata
Buongiorno io sono Mario,buongir io so io io
Buonasera io sono Mario,buonserison mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto benesto
