Truth,Decoded
Salve quanto costa quell articolo,pero io io stai il mario
E in offerta costa dieci euro,perertrot dreciuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,lei a un a al bar
"Certo volentieri, io lo prendero macchiato",certo io io lo pero mactato
A che ora arriva il pullman,rerarava pluaze
Dovrebbe arrivare tra qualche minuto,doererari va a quaeheinuto
Quanto costa il biglietto,a costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non io so so potresti ehiere lo autista
Va bene grazie lo stesso,all io e aier stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lo omian un
Certo ecco a lei vuole un sacchetto,certo a un come a saceto
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,e euro un una giornata
Buongiorno io sono Mario,buonoicso io
Buonasera io sono Mario,buonserioson mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
