Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il mario
E in offerta costa dieci euro,bene rtacroti direcrieiuro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego io un cfeal bar
"Certo volentieri, io lo prendero macchiato",certo voeiri io lo priecro macchiato
A che ora arriva il pullman,e ora va io puluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qaceheminuto
Quanto costa il biglietto,stai io costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti hiere lo autista
Va bene grazie lo stesso,va bene io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretovori comprarne un
Certo ecco a lei vuole un sacchetto,certo ora a le un sacchetto
Si grazie e arrivederci,si grazie e arivededei
Le auguro una buona giornata,e auguro una una giornata
Buongiorno io sono Mario,buongiorno io so a mario
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
