Truth,Decoded
Salve quanto costa quell articolo,salve uauat io stai il aricro
E in offerta costa dieci euro,perertcroti drecriuto
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,pero a un a al bar
"Certo volentieri, io lo prendero macchiato",pero io io lo pero mactao
A che ora arriva il pullman,e ora va due
Dovrebbe arrivare tra qualche minuto,doereri e a a minuto
Quanto costa il biglietto,a costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non io so pero potresti ehiere autista
Va bene grazie lo stesso,vuole si e a a sono
Prego,prego
Perfetto vorrei comprarne due.,perfetto lo ora un
Certo ecco a lei vuole un sacchetto,certo a un due a certo
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,e euro un una giornata
Buongiorno io sono Mario,buoniso io
Buonasera io sono Mario,buonserioso mario
Piacere Luigi come stai,piacere luigi si io stai
Tutto bene tu,tutto bene
