Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il mario
E in offerta costa dieci euro,pero rtrori direcriciuto
Tutto bene grazie,tu bene grazie
Prendiamo un caffe al bar,prego io un cfeal bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero maclato
A che ora arriva il pullman,e ora il due
Dovrebbe arrivare tra qualche minuto,dovrebbe riri va tra qaceheinuto
Quanto costa il biglietto,quanto costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti hiere lo autista
Va bene grazie lo stesso,va bene io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo ecco si vuole un saceto
Si grazie e arrivederci,si grazie e arivededri
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
