Truth,Decoded
Salve quanto costa quell articolo,lo tutto il lo crico
E in offerta costa dieci euro,lei e costa lei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego un a al bar
"Certo volentieri, io lo prendero macchiato",certo lei io io lo prendero macchiato
A che ora arriva il pullman,a e arial pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe riare a che minuto
Quanto costa il biglietto,utntcota a biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non io so so potresti che il autista
Va bene grazie lo stesso,va bene bene io sono
Prego,prego
Perfetto vorrei comprarne due.,pero e come
Certo ecco a lei vuole un sacchetto,certo io a le vuole a acheto
Si grazie e arrivederci,si e e arivei
Le auguro una buona giornata,le euro un un giornata
Buongiorno io sono Mario,buonioi io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piaereuigi io stai
Tutto bene tu,io bene tu
