Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il articolo
E in offerta costa dieci euro,bene rtrcroti drecriciuro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego io un che al bar
"Certo volentieri, io lo prendero macchiato",certo voetiri io lo prendero macchiato
A che ora arriva il pullman,e ora va il puluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qalcecheminuto
Quanto costa il biglietto,quanto costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti hiere lo autista
Va bene grazie lo stesso,va bene io grazie e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo a lo vuole un saceto
Si grazie e arrivederci,si grazie e arivededei
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io so a mario
Buonasera io sono Mario,buonserio sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
