Truth,Decoded
Salve quanto costa quell articolo,salve uauato io stai il mario
E in offerta costa dieci euro,perertcroti direchieiuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego io un che al bar
"Certo volentieri, io lo prendero macchiato",certo vorrei io lo pero mactato
A che ora arriva il pullman,e bar va a pluae
Dovrebbe arrivare tra qualche minuto,dovrebbe rivre a qualche minuto
Quanto costa il biglietto,quanto a costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non io so pero potresti chiedere lo autista
Va bene grazie lo stesso,va lei io grere io e sono
Prego,prego
Perfetto vorrei comprarne due.,peretoiori comprarne un
Certo ecco a lei vuole un sacchetto,certo a si vuole un saceto
Si grazie e arrivederci,si e e arivededei
Le auguro una buona giornata,e euro un una giornata
Buongiorno io sono Mario,buongiorno io so io io
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
