Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il mario
E in offerta costa dieci euro,pero rtacroti direcriciuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,lei io un che al bar
"Certo volentieri, io lo prendero macchiato",certo voeiri io lo prendero macchiato
A che ora arriva il pullman,e mario va il le
Dovrebbe arrivare tra qualche minuto,dovrebbe mario va a qualche cheinuto
Quanto costa il biglietto,quanto costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere lo autista
Va bene grazie lo stesso,va lei io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretorori comprarne un
Certo ecco a lei vuole un sacchetto,certo a si vuole un saceto
Si grazie e arrivederci,si a e arivededei
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io so a mario
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
