Truth,Decoded
Salve quanto costa quell articolo,salve quanto io stai il aricho
E in offerta costa dieci euro,perertcroti drecriuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,lei a un a al bar
"Certo volentieri, io lo prendero macchiato",certo vorrei io lo prego mactao
A che ora arriva il pullman,rerar va un pluae
Dovrebbe arrivare tra qualche minuto,doerebrari va a due minuto
Quanto costa il biglietto,a costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non io so pero potresti ehiere lo autista
Va bene grazie lo stesso,valen io e a a stesso
Prego,prego
Perfetto vorrei comprarne due.,peretbio lo comian un
Certo ecco a lei vuole un sacchetto,certo ora un vuole a certo
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,e euro un una giornata
Buongiorno io sono Mario,buonorn io so io
Buonasera io sono Mario,buona serioson mario
Piacere Luigi come stai,piacere luigi io si stai
Tutto bene tu,tutto bene io
