Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il mario
E in offerta costa dieci euro,pero rtrarotia direciciuto
Tutto bene grazie,tu bene grazie
Prendiamo un caffe al bar,prego a un afeal bar
"Certo volentieri, io lo prendero macchiato",certo voetiri io lo prendero macchiato
A che ora arriva il pullman,a e oarari va il puluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qalcecheinuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere lo autista
Va bene grazie lo stesso,va bene io grazie si lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo ecco lo vuole un sacchetto
Si grazie e arrivederci,si grazie e arrivederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
