Truth,Decoded
Salve quanto costa quell articolo,salve uvato io stai il mario
E in offerta costa dieci euro,perertcrota diechiceiuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,lei io un che al bar
"Certo volentieri, io lo prendero macchiato",certo vorrei io lo prego mactao
A che ora arriva il pullman,rerara va in due
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche minuto
Quanto costa il biglietto,tu io costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non io so pero potresti shiere lo autista
Va bene grazie lo stesso,va lei io e a le sono
Prego,prego
Perfetto vorrei comprarne due.,peretoi comian un
Certo ecco a lei vuole un sacchetto,certo a un vuole un saceto
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,e auguro un una giornata
Buongiorno io sono Mario,buongiorno io so io
Buonasera io sono Mario,buonserio sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene so
