Truth,Decoded
Salve quanto costa quell articolo,saerle uauato costa il mario
E in offerta costa dieci euro,pero rtcroti direciuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prenei io un che al bar
"Certo volentieri, io lo prendero macchiato",certo votiri io lo prego mactao
A che ora arriva il pullman,che tra va io due
Dovrebbe arrivare tra qualche minuto,dovrebbe mario va a qualche minuto
Quanto costa il biglietto,un io costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non lo so pero potresti chiedere lo autista
Va bene grazie lo stesso,va lei io grerer le sono
Prego,prego
Perfetto vorrei comprarne due.,peretviori comiarn un
Certo ecco a lei vuole un sacchetto,certo ora si vuole un saceto
Si grazie e arrivederci,si io e arrivederci
Le auguro una buona giornata,e euro un una giornata
Buongiorno io sono Mario,buongiri io so io
Buonasera io sono Mario,buonserio sono mario
Piacere Luigi come stai,piacere luigi io si stai
Tutto bene tu,tutto bene io
