Truth,Decoded
Salve quanto costa quell articolo,lo tutto il lo articolo
E in offerta costa dieci euro,lei io costa dieci euro
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,e io un che lo bar
"Certo volentieri, io lo prendero macchiato",certo clentiei io lo prendero macchiato
A che ora arriva il pullman,a e arial pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe rivre a che minuto
Quanto costa il biglietto,quanto ora si biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtotoponon lo so pero potri si che lo autista
Va bene grazie lo stesso,va bene grazie lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretoro procue
Certo ecco a lei vuole un sacchetto,certo io a le vuole a sacchetto
Si grazie e arrivederci,si e e arivedri
Le auguro una buona giornata,le auguro un buona giornata
Buongiorno io sono Mario,buona io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piaereuigi io stai
Tutto bene tu,tutto bene tu
