Truth,Decoded
Salve quanto costa quell articolo,lo tutto il articolo
E in offerta costa dieci euro,lei ora costa dieci euro
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,prego un che al bar
"Certo volentieri, io lo prendero macchiato",certo clentiei io lo prendero macchiato
A che ora arriva il pullman,a e a arriva lo pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe rivre a qualche minuto
Quanto costa il biglietto,utntocota io biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtoroponon lo so pero potresti che lo autista
Va bene grazie lo stesso,va bene grazie lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretovororo come
Certo ecco a lei vuole un sacchetto,certo io a le vuole a sacchetto
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,leaguro un buona giornata
Buongiorno io sono Mario,buona io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piaereuigi io stai
Tutto bene tu,io bene tu
