Truth,Decoded
Salve quanto costa quell articolo,bar uvato io stai il mario
E in offerta costa dieci euro,pero rtacroti direcriceiuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego io un che al bar
"Certo volentieri, io lo prendero macchiato",certo voeiri io lo prendero macchiato
A che ora arriva il pullman,e ora va il pluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche minuto
Quanto costa il biglietto,quanto io costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non lo so pero potresti chiedere lo autista
Va bene grazie lo stesso,va lei io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo a si vuole un saceto
Si grazie e arrivederci,si grazie e arivededei
Le auguro una buona giornata,le auguro un una giornata
Buongiorno io sono Mario,buongiorno io so a mario
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
