Truth,Decoded
Salve quanto costa quell articolo,salve uauao costa il aricro
E in offerta costa dieci euro,perertcroti diecieiuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,lei io un a lo bar
"Certo volentieri, io lo prendero macchiato",certo vorrei io lo proneo mactato
A che ora arriva il pullman,rerara va pluae
Dovrebbe arrivare tra qualche minuto,dovrebbe e ora a minuto
Quanto costa il biglietto,un costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non lo so pero potresti siere lo autista
Va bene grazie lo stesso,va lei io e a le sono
Prego,prego
Perfetto vorrei comprarne due.,peretbiol comian un
Certo ecco a lei vuole un sacchetto,certo a si vuole un saceto
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,e a euro un io giornata
Buongiorno io sono Mario,buongir io so io
Buonasera io sono Mario,buonserison mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,io bene
