Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il mario
E in offerta costa dieci euro,bene rtacroti direcriciuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego io un che al bar
"Certo volentieri, io lo prendero macchiato",certo voetiri io lo priecro maclato
A che ora arriva il pullman,e ora va io due
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a quacecheminuto
Quanto costa il biglietto,stai costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti hiere lo autista
Va bene grazie lo stesso,va bene io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo si vuole un saceto
Si grazie e arrivederci,si grazie e arivededei
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io so a io
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
