Truth,Decoded
Salve quanto costa quell articolo,salve costa il articolo
E in offerta costa dieci euro,e lei ora costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego un che al bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a e arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe rivre a qualche minuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroponon lo so pero potre chiedere lo autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,certo ora si cronecue
Certo ecco a lei vuole un sacchetto,certo io a le vuole un sacchetto
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,le auguro un buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
