Truth,Decoded
Salve quanto costa quell articolo,salve uauato costa il aricro
E in offerta costa dieci euro,pero rtacroti direciciuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,lei a un a al bar
"Certo volentieri, io lo prendero macchiato",pero voti si io lo prego mactao
A che ora arriva il pullman,e ora va a pluae
Dovrebbe arrivare tra qualche minuto,doere si mario va a qualche minuto
Quanto costa il biglietto,tu io costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non io so pero potresti siere lo autista
Va bene grazie lo stesso,va bene io e a a le sono
Prego,prego
Perfetto vorrei comprarne due.,peretbio lo comprarne un
Certo ecco a lei vuole un sacchetto,certo io io un vuole un saceto
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,e euro un una giornata
Buongiorno io sono Mario,buongiri io so io
Buonasera io sono Mario,buona serisono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene so
