Truth,Decoded
Salve quanto costa quell articolo,bar quanto costa il mario
E in offerta costa dieci euro,pero rtcrota direchiuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,lei io un che al bar
"Certo volentieri, io lo prendero macchiato",certo otiri io lo prego mactao
A che ora arriva il pullman,e bar va io pluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche minuto
Quanto costa il biglietto,un costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non io so so potresti shiere lo autista
Va bene grazie lo stesso,va lei io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretori comprarne un
Certo ecco a lei vuole un sacchetto,certo a si vuole a saceto
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,e euro un una giornata
Buongiorno io sono Mario,buongiri io io
Buonasera io sono Mario,buonserison mario
Piacere Luigi come stai,piacere lei come stai
Tutto bene tu,tutto bene tu
