Truth,Decoded
Salve quanto costa quell articolo,paele a io stai il aricro
E in offerta costa dieci euro,perertcroti drecriuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,e a un a al bar
"Certo volentieri, io lo prendero macchiato",certo lei io lo prego mactao
A che ora arriva il pullman,rerara va in pluae
Dovrebbe arrivare tra qualche minuto,doerebrivare a quaecheinuto
Quanto costa il biglietto,un costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruoponon io so pero potresti ehierel autista
Va bene grazie lo stesso,va lei io bene a stesso
Prego,prego
Perfetto vorrei comprarne due.,peretbio lo comian un
Certo ecco a lei vuole un sacchetto,certo a un vuole a certo
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,e auguro un una giornata
Buongiorno io sono Mario,buonirn io io
Buonasera io sono Mario,buonsericoso mario
Piacere Luigi come stai,piacere uircomi stai
Tutto bene tu,io bene io
