Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il articolo
E in offerta costa dieci euro,bene rtarotia direcrieiuro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego io un che al bar
"Certo volentieri, io lo prendero macchiato",certo votiri io lo prendero maclato
A che ora arriva il pullman,heorari va io uluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qace minuto
Quanto costa il biglietto,quanto io costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere lo autista
Va bene grazie lo stesso,va lei io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo ecco lo vuole un sacleto
Si grazie e arrivederci,si grazie e arivedecei
Le auguro una buona giornata,le auguro un buona giornata
Buongiorno io sono Mario,buongiorno io so a mario
Buonasera io sono Mario,buonseraio sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
