Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il articolo
E in offerta costa dieci euro,pero rtrotia direcriciuto
Tutto bene grazie,tu bene grazie
Prendiamo un caffe al bar,prego io un che al bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero maclato
A che ora arriva il pullman,a e oarari va il puluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,quanto io costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere lo autista
Va bene grazie lo stesso,va bene io grazie e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,peretovorori comprarne un
Certo ecco a lei vuole un sacchetto,certo ecco lo vuole un saceto
Si grazie e arrivederci,si grazie e arrivederci
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io so si mario
Buonasera io sono Mario,buonseraio sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
