Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il mario
E in offerta costa dieci euro,perertacroti direcrieiuro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego io un che al bar
"Certo volentieri, io lo prendero macchiato",certo voeiri io lo prendero macchiato
A che ora arriva il pullman,heorari va io pluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qacecheinuto
Quanto costa il biglietto,stai costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so io potresti chiedere lo autista
Va bene grazie lo stesso,va bene io grazie e lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certeca si vuole un saceto
Si grazie e arrivederci,si grazie e arivededcei
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io a mario
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
