Truth,Decoded
Salve quanto costa quell articolo,saerle uauato costa il mario
E in offerta costa dieci euro,pero rtcroti direchiuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,lei io un che al bar
"Certo volentieri, io lo prendero macchiato",certo votiri io lo prego mactato
A che ora arriva il pullman,e mario va io plmuae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche cheminuto
Quanto costa il biglietto,tu costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non lo so pero potresti chiedere lo autista
Va bene grazie lo stesso,va lei io grazie e le sono
Prego,prego
Perfetto vorrei comprarne due.,peretbirori comprarne un
Certo ecco a lei vuole un sacchetto,certo a si vuole un saceto
Si grazie e arrivederci,si e e arivededei
Le auguro una buona giornata,e auguro un una giornata
Buongiorno io sono Mario,buongiri io so io io
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,io bene io
