Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il mario
E in offerta costa dieci euro,pero rtarotia direcriciuto
Tutto bene grazie,tutbene grazie
Prendiamo un caffe al bar,prego a un che al bar
"Certo volentieri, io lo prendero macchiato",certo voetiri io lo prego maclato
A che ora arriva il pullman,a e ora va io uluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qaeheinuto
Quanto costa il biglietto,quanto costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti hiere lo autista
Va bene grazie lo stesso,va e io grazie a lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo a lo vuole un sacchetto
Si grazie e arrivederci,si grazie e arrivederci
Le auguro una buona giornata,le auguro un buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
