Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il articolo
E in offerta costa dieci euro,pero rtacroti direcriciuro
Tutto bene grazie,tutbene grazie
Prendiamo un caffe al bar,prego io un che al bar
"Certo volentieri, io lo prendero macchiato",certo voetiri io lo priecro maclao
A che ora arriva il pullman,heorari va io pluae
Dovrebbe arrivare tra qualche minuto,dovrebbe ririvae tra qacecheinuto
Quanto costa il biglietto,a costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti hiere lo autista
Va bene grazie lo stesso,va lei io grazie e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,peretorori comprarne un
Certo ecco a lei vuole un sacchetto,certo a lo vuole un saceto
Si grazie e arrivederci,si grazie e arivededei
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io so mario
Buonasera io sono Mario,buonasera sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
