Truth,Decoded
Salve quanto costa quell articolo,bar quanto costa il mario
E in offerta costa dieci euro,bene rtacroti direchiciuto
Tutto bene grazie,io bene grazie
Prendiamo un caffe al bar,prego io un che al bar
"Certo volentieri, io lo prendero macchiato",certo voetiri io lo prego macchiato
A che ora arriva il pullman,e mario va in pluae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a quacecheminuto
Quanto costa il biglietto,un costa io biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopo non io so pero potresti hiere lo autista
Va bene grazie lo stesso,va lei io grazie e le sono
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo a un vuole a saceto
Si grazie e arrivederci,si a e arivedecei
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io so io
Buonasera io sono Mario,buona lei io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene io
